X,Y,timeperiod,timeperi_1,n
-2.9241,54.9126,RL,"roman,late-antique",Milecastle 65 (Tarraby)
-2.9099,54.92,RL,"roman,late-antique",Milecastle 64 (Drawdykes)
-2.8887,54.929,RL,"roman,late-antique",Milecastle 63 (Walby West)
-2.9334,54.9055,RL,"roman,late-antique",Turret 65B
-2.9413,54.9021,RL,"roman,late-antique",Milecastle 66 (Stanwix Bank)
-1.8723,55.0082,RL,"roman,late-antique",Turret 15B
-1.8797,55.0093,RL,"roman,late-antique",Milecastle 16 (Harlow Hill)
-1.857,55.0057,RL,"roman,late-antique",Milecastle 15 (Whitchester)
-1.8647,55.007,RL,"roman,late-antique",Turret 15A
-1.903,55.0086,RL,"roman,late-antique",Milecastle 17 (Welton)
-1.9109,55.0087,RL,"roman,late-antique",Turret 17A (Welton East)
-1.8875,55.0092,RL,"roman,late-antique",Turret 16A
-1.8951,55.0089,RL,"roman,late-antique",Turret 16B
-1.9184,55.0093,RL,"roman,late-antique",Turret 17B
-1.9263,55.0098,RL,"roman,late-antique",Milecastle 18 (East Wallhouses)
-3.1012,54.9269,RL,"roman,late-antique",Milecastle 74 (Burgh Marsh)
-3.0934,54.9263,RL,"roman,late-antique",Turret 73B
-3.0859,54.9256,RL,"roman,late-antique",Turret 73A
-3.0785,54.9243,RL,"roman,late-antique",Milecastle 73 (Dykesfield)
-2.9897,54.914,RL,"roman,late-antique",Milecastle 69 (Sourmilk Bridge)
-3.1244,54.9276,RL,"roman,late-antique",Milecastle 75 (Easton)
-3.1165,54.9273,RL,"roman,late-antique",Turret 74B
-3.1092,54.9271,RL,"roman,late-antique",Turret 74A
-3.1456,54.9282,RL,"roman,late-antique",Milecastle 76 (Drumburgh)
-1.7898,54.997,RL,"roman,late-antique",Milecastle 12 (Heddon)
-1.782,54.9964,RL,"roman,late-antique",Turret 11B (Great Hill)
-1.8051,54.9994,RL,"roman,late-antique",Turret 12B (North Lodge)
-1.7976,54.9982,RL,"roman,late-antique",Turret 12A (Heddon West)
-1.8197,55.0015,RL,"roman,late-antique",Turret 13A (Rudchester East)
-1.8347,55.0037,RL,"roman,late-antique",Milecastle 14 (March Burn)
-1.8257,55.0024,RL,"roman,late-antique",Turret 13B (Rudchester West)
-1.8495,55.0047,RL,"roman,late-antique",Turret 14B
-1.8434,55.0038,RL,"roman,late-antique",Turret 14A (Eppies Hill)
-2.4078,55.0015,RL,"roman,late-antique",Turret 40A (Winshields)
-2.3915,55.0022,RL,"roman,late-antique",Turret 39B (Steelrigg)
-2.3631,55.0054,RL,"roman,late-antique",Turret 38A (Milking Gap)
-2.4232,54.9973,RL,"roman,late-antique",Milecastle 41 (Melkridge)
-2.4154,54.999,RL,"roman,late-antique",Turret 40B (Melkridge)
-3.0085,54.9166,RL,"roman,late-antique",Turret 69B
-2.8708,54.936,RL,"roman,late-antique",Milecastle 62 (Walby East)
-3.0188,54.9241,RL,"roman,late-antique",Turret 70A
-3.0274,54.9241,RL,"roman,late-antique",Turret 70B
-3.0344,54.9231,RL,"roman,late-antique",Milecastle 71 (Wormanby)
-3.0414,54.9224,RL,"roman,late-antique",Turret 71A
-3.0485,54.9225,RL,"roman,late-antique",Turret 71B
-3.056,54.9223,RL,"roman,late-antique",Milecastle 72 (Fauld Farm)
-3.0637,54.9218,RL,"roman,late-antique",Turret 72A
-3.0712,54.923,RL,"roman,late-antique",Turret 72B (Rindle Hill)
-2.6732,54.9739,RL,"roman,late-antique",Turret 52B
-1.7364,54.9936,RL,"roman,late-antique",Turret 9B (Walbottle)
-1.744,54.9952,RL,"roman,late-antique",Milecastle 10 (Walbottle Dene)
-1.7512,54.9958,RL,"roman,late-antique",Turret 10A (Throckley East)
-1.7589,54.996,RL,"roman,late-antique",Turret 10B (Throckley)
-1.7077,54.9879,RL,"roman,late-antique",Turret 8A (West Denton)
-1.7147,54.9893,RL,"roman,late-antique",Turret 8B (Union Hall)
-1.7223,54.9908,RL,"roman,late-antique",Milecastle 9 (Chapel House)
-1.7295,54.9922,RL,"roman,late-antique",Turret 9A
-1.7673,54.9961,RL,"roman,late-antique",Milecastle 11 (Throckley Bank Top)
-1.7747,54.9963,RL,"roman,late-antique",Turret 11A (Heddon Hall)
-2.4572,54.9952,RL,"roman,late-antique",Turret 42B (Great Chesters)
-2.4727,54.9953,RL,"roman,late-antique",Turret 43A (Cockmount Hill)
-2.4805,54.9952,RL,"roman,late-antique",Turret 43B (Allolee East)
-2.4383,54.9953,RL,"roman,late-antique",Turret 41B (Thorny Doors)
-2.4495,54.9933,RL,"roman,late-antique",Turret 42A (Burn Head)
-2.4879,54.9961,RL,"roman,late-antique",Milecastle 44 (Allolee)
-2.4951,54.9952,RL,"roman,late-antique",Turret 44A (Allolee West)
-3.2156,54.9533,RL,"roman,late-antique",Milecastle 80
-3.2064,54.9517,RL,"roman,late-antique",Turret 79B (Jeffrey Croft)
-1.6523,54.9753,RL,"roman,late-antique",Milecastle 6 (Benwell Grove)
-1.6446,54.9742,RL,"roman,late-antique",Turret 5B
-1.637,54.9729,RL,"roman,late-antique",Turret 5A
-1.629,54.9714,RL,"roman,late-antique",Milecastle 5 (Quarry House)
-1.6826,54.9819,RL,"roman,late-antique",Turret 7A
-1.6761,54.9803,RL,"roman,late-antique",Milecastle 7 (Benwell Bank)
-1.6688,54.9784,RL,"roman,late-antique",Turret 6B (Benwell Hill)
-1.6617,54.9769,RL,"roman,late-antique",Turret 6A
-1.7006,54.9865,RL,"roman,late-antique",Milecastle 8 (West Denton)
-2.518,54.9882,RL,"roman,late-antique",Turret 45B (Walltown West)
-2.5337,54.9879,RL,"roman,late-antique",Turret 46A
-2.5256,54.9876,RL,"roman,late-antique",Milecastle 46 (Carvoran)
-2.55,54.988,RL,"roman,late-antique",Milecastle 47 (Chapel House)
-2.5419,54.9877,RL,"roman,late-antique",Turret 46B (Wallend)
-2.5653,54.9896,RL,"roman,late-antique",Turret 47B (Gap)
-2.5577,54.9887,RL,"roman,late-antique",Turret 47A (Foultown)
-2.2047,55.0373,RL,"roman,late-antique",Turret 30A (Carrowburgh East)
-2.2121,55.0365,RL,"roman,late-antique",Turret 30B (Carrowburgh West)
-2.1897,55.0376,RL,"roman,late-antique",Turret 29B (Limestone Bank)
-2.1607,55.0311,RL,"roman,late-antique",Turret 28A
-2.1678,55.0326,RL,"roman,late-antique",Turret 28B
-2.8509,54.9397,RL,"roman,late-antique",Milecastle 61 (Wallhead)
-3.0133,54.921,RL,"roman,late-antique",Milecastle 70 (Braelees)
-2.2274,55.035,RL,"roman,late-antique",Turret 31A (The Strands)
-3.1617,54.9353,RL,"roman,late-antique",Milecastle 77 (Raven Bank)
-3.1531,54.929,RL,"roman,late-antique",Turret 76A (Drumburgh)
-3.1831,54.9447,RL,"roman,late-antique",Turret 78A (Kirkland)
-3.1869,54.9492,RL,"roman,late-antique",Turret 78B
-3.1793,54.9411,RL,"roman,late-antique",Milecastle 78 (Kirkland)
-3.1944,54.949,RL,"roman,late-antique",Milecastle 79 (Solway House)
-3.2007,54.9494,RL,"roman,late-antique",Turret 79A
-1.6227,54.9705,RL,"roman,late-antique",Turret 4B
-1.6184,54.9702,RL,"roman,late-antique",Milecastle 4 (Westgate Road)
-1.6087,54.9704,RL,"roman,late-antique",Milecastle 4?
-1.5961,54.9749,RL,"roman,late-antique",Turret 3A
-1.6024,54.9722,RL,"roman,late-antique",Turret 3B
-1.589,54.9759,RL,"roman,late-antique",Milecastle 3 (Ouseburn)
-2.6154,54.9856,RL,"roman,late-antique",Milecastle 50 (Turf Wall) (High House)
-2.6234,54.9858,RL,"roman,late-antique",Turret 50A (High House)
-2.6087,54.9877,RL,"roman,late-antique",Turret 49B (Turf Wall)
-2.6161,54.9872,RL,"roman,late-antique",Milecastle 50 (High House)
-2.6025,54.9897,RL,"roman,late-antique",Turret 49A
-2.1167,55.0217,RL,"roman,late-antique",Turret 26A (High Brunton)
-2.1393,55.0259,RL,"roman,late-antique",Turret 27A
-2.1318,55.0243,RL,"roman,late-antique",Milecastle 27 (Low Brunton)
-2.0941,55.0194,RL,"roman,late-antique",Turret 25A (Hill Head)
-2.0861,55.0192,RL,"roman,late-antique",Milecastle 25 (Codlawhill)
-2.1095,55.0203,RL,"roman,late-antique",Milecastle 26 (Planetrees)
-2.1019,55.0195,RL,"roman,late-antique",Turret 25B (St Oswald's)
-2.153,55.0292,RL,"roman,late-antique",Milecastle 28 (Walwick)
-2.1458,55.0276,RL,"roman,late-antique",Turret 27B
-2.8259,54.9445,RL,"roman,late-antique",Milecastle 60 (High Strand)
-1.5633,54.9808,RL,"roman,late-antique",Turret 1B
-1.5505,54.9835,RL,"roman,late-antique",Milecastle 1 (Stott's Pow)
-1.5435,54.9853,RL,"roman,late-antique",Turret 0B (St. Francis)
-2.6309,54.9827,RL,"roman,late-antique",Turret 50B (Turf Wall)
-2.6308,54.9845,RL,"roman,late-antique",Turret 50B (Appletree)
-2.6223,54.9843,RL,"roman,late-antique",Turret 50A (Turf Wall)
-1.5695,54.979,RL,"roman,late-antique",Milecastle 2 (Walker)
-2.3002,55.0267,RL,"roman,late-antique",Turret 34B
-2.2735,55.0301,RL,"roman,late-antique",Turret 33A
-2.2877,55.0286,RL,"roman,late-antique",Milecastle 34 (Grindon)
-2.2352,55.0342,RL,"roman,late-antique",Turret 31B (Carraw East)
-2.2588,55.0315,RL,"roman,late-antique",Turret 32B (Brown Moor)
-2.2504,55.0325,RL,"roman,late-antique",Turret 32A (Carraw West)
-2.7856,54.9554,RL,"roman,late-antique",Milecastle 58 (Newtown)
-2.7799,54.9586,RL,"roman,late-antique",Turret 57B
-2.7974,54.949,RL,"roman,late-antique",Turret 58B
-2.7915,54.9522,RL,"roman,late-antique",Turret 58A
-2.7632,54.9677,RL,"roman,late-antique",Turret 56B (Cambeck)
-2.755,54.9696,RL,"roman,late-antique",Turret 56A (Sandyside)
-2.7753,54.9622,RL,"roman,late-antique",Turret 57A (Beck)
-2.7698,54.9654,RL,"roman,late-antique",Milecastle 57 (Cambeckhill)
-2.812,54.9473,RL,"roman,late-antique",Turret 59A
-2.8049,54.9477,RL,"roman,late-antique",Milecastle 59 (Old Wall)
-2.0706,55.0188,RL,"roman,late-antique",Turret 24A (Green Field)
-2.0783,55.0192,RL,"roman,late-antique",Turret 24B (Tithe Barn)
-2.0102,55.0112,RL,"roman,late-antique",Turret 21B (Fence Burn)
-2.0177,55.0121,RL,"roman,late-antique",Milecastle 22 (Portgate)
-2.0252,55.0132,RL,"roman,late-antique",Turret 22A (Portgate)
-2.0327,55.0142,RL,"roman,late-antique",Turret 22B (Stanley)
-2.0404,55.015,RL,"roman,late-antique",Milecastle 23 (Stanley)
-2.0479,55.016,RL,"roman,late-antique",Turret 23A (Stanley Plantation)
-2.0556,55.017,RL,"roman,late-antique",Turret 23B (Wall Fell)
-2.741,54.9714,RL,"roman,late-antique",Turret 55B (Townhead Croft)
-2.7475,54.9715,RL,"roman,late-antique",Milecastle 56 (Walton)
-2.6813,54.9742,RL,"roman,late-antique",Milecastle 53 (Banks Burn)
-2.687,54.9742,RL,"roman,late-antique",Turret 53A (Hare Hill)
-2.6962,54.9734,RL,"roman,late-antique",Turret 53B (Craggle Hill)
-2.7035,54.9726,RL,"roman,late-antique",Milecastle 54 (Randylands)
-2.7116,54.9721,RL,"roman,late-antique",Turret 54A (Garthside)
-2.719,54.972,RL,"roman,late-antique",Turret 54B (Howgill)
-2.7264,54.9718,RL,"roman,late-antique",Milecastle 55 (Low Wall)
-2.7341,54.9717,RL,"roman,late-antique",Turret 55A (Dovecote)
-2.352,55.0103,RL,"roman,late-antique",Turret 37B (Hotbank Crag)
-2.3158,55.0217,RL,"roman,late-antique",Turret 35B (Busy Gap)
-2.3447,55.0116,RL,"roman,late-antique",Turret 37A (Rapishaw Gap)
-2.325,55.0165,RL,"roman,late-antique",Turret 36A
-1.9866,55.0122,RL,"roman,late-antique",Turret 20B (Downhill East)
-1.9804,55.0131,RL,"roman,late-antique",Turret 20A (Carr Hill)
-1.9721,55.0127,RL,"roman,late-antique",Milecastle 20 (Halton Shields)
-1.9644,55.0124,RL,"roman,late-antique",Turret 19B (West Clarewood)
-1.9567,55.0119,RL,"roman,late-antique",Turret 19A (East Clarewood)
-1.9492,55.0114,RL,"roman,late-antique",Milecastle 19 (Matfen Piers)
-1.9416,55.0109,RL,"roman,late-antique",Turret 18B (Wallhouses West)
-1.9338,55.0104,RL,"roman,late-antique",Turret 18A (Wallhouses East)
-2.9653,54.8988,RL,"roman,late-antique",Milecastle 67 (Stainton)
-2.9823,54.9051,RL,"roman,late-antique",Milecastle 68 (Boomby Gill)
-2.0035,55.0108,RL,"roman,late-antique",Turret 21A (Red House)
-1.9947,55.0112,RL,"roman,late-antique",Milecastle 21 (Down Hill)
39.7035,43.6291,RL,"roman,late-antique",Mamai-Kala
39.6631,40.4031,RL,"roman,late-antique",Longini Fossatum/Bourgousnoes
35.8733,40.9165,HR,"hellenistic-republican,roman",Kizari
36.852,40.7821,HR,"hellenistic-republican,roman",Kainon Chorion
40.0082,40.9429,L,late-antique,Kaine Parembole
41.49,42.6837,RL,"roman,late-antique",Ilori
39.5985,40.7616,L,late-antique,Gizenenica/Chaszanenica
38.1688,40.1547,HR,"hellenistic-republican,roman",Dasteira
40.1616,40.3945,L,late-antique,Charton
41.684,40.2292,L,late-antique,Bolon
41.6745,41.6499,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique",Batumistsikhe
38.5631,40.1661,H,hellenistic-republican,Basgoedariza
40.3327,40.4762,L,late-antique,Barchon
39.0944,40.107,RL,"roman,late-antique",Arauraka
19.1633,47.683,L,late-antique,Göd-Bócsaújtelep
-3.249,51.4674,I,iron-age-britain,Caerau Hillfort
-4.7453,52.018,I,iron-age-britain,Castell Henllys
26.2953,39.286,CH,"classical,hellenistic-republican",Drakou Pedema
26.1138,39.1428,AC,"archaic,classical",Bigla tou Aetou
27.3149,38.4546,ACH,"archaic,classical,hellenistic-republican",Belkahve
26.1753,39.2888,ACH,"archaic,classical,hellenistic-republican",Ametelle
27.0955,38.3211,H,hellenistic-republican,Akçakaya
21.3698,38.4173,CH,"classical,hellenistic-republican",Treis Ekklesies
22.9945,38.3711,CH,"classical,hellenistic-republican",Tilphosaion?
22.7257,38.7758,ACH,"archaic,classical,hellenistic-republican",Thronion
22.5383,38.7965,,,Thermopylae
21.9936,38.4877,CH,"classical,hellenistic-republican",Teichion?
23.6078,39.1973,CH,"classical,hellenistic-republican",Sindouka
22.3286,38.5993,ACHR,"archaic,classical,hellenistic-republican,roman",Sigditsa
23.0853,39.4751,ACH,"archaic,classical,hellenistic-republican",Sepias
22.5491,38.7718,CH,"classical,hellenistic-republican",Rhodountia
23.6051,39.2046,CH,"classical,hellenistic-republican",Priounos
22.5011,39.1147,CH,"classical,hellenistic-republican",Phyliadon
24.3907,38.1633,CH,"classical,hellenistic-republican",Philagra
22.0987,39.7538,CHR,"classical,hellenistic-republican,roman",Mylai?
23.5934,39.1945,CH,"classical,hellenistic-republican",Mauragani
23.6456,38.5016,CH,"classical,hellenistic-republican",Manika
22.0916,39.8762,CHR,"classical,hellenistic-republican,roman",Malloia
22.3966,39.7985,H,hellenistic-republican,Kondaia
22.8325,38.7841,CHR,"classical,hellenistic-republican,roman",Knemis
22.5495,39.1123,H,hellenistic-republican,Karandai
22.1711,38.5526,ACHRLM,"archaic,classical,hellenistic-republican,roman,late-antique,modern",Kallipolis
22.5837,38.7822,CH,"classical,hellenistic-republican",Kallidromon
23.5932,39.2015,CH,"classical,hellenistic-republican",Helleniko
23.1819,38.4841,CH,"classical,hellenistic-republican",Gla
23.3749,38.1797,AC,"archaic,classical",Eleutherai
22.1518,38.5259,ACHR,"archaic,classical,hellenistic-republican,roman",Dorikon
22.0646,39.1077,CHR,"classical,hellenistic-republican,roman",Angeia
23.4459,39.1962,CH,"classical,hellenistic-republican",Ag. Athanasios
36.4025,35.4222,R,roman-middle-east,Casiana
-2.7515,53.0709,I,iron-age-britain,"Maiden Castle, Cheshire"
15.0198,40.2554,CHR,"classical,hellenistic-republican,roman",Punta della Carpinina
16.1514,40.8548,ACHRLM,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine",Monte Serico
15.3351,41.5081,CHRLMM,"classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern",Luceria/Noukeria (Apoulon)
14.9894,40.3506,CHRLM,"classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine",Agropoli
12.7653,41.4089,HRM,"hellenistic-republican,roman,mediaeval-byzantine",Astura
26.201,39.2657,C,classical,Ntantania
25.9525,39.2041,A,archaic,Megalos Lakkos
25.8778,39.2245,R,roman,Mantra
26.0663,39.0952,ACH,"archaic,classical,hellenistic-republican",Makara
25.8671,39.1773,AHR,"archaic,hellenistic-republican,roman",Lesbas
26.0569,39.1436,R,roman,Lapedia
26.0873,39.3012,ACH,"archaic,classical,hellenistic-republican",Koutlougouni
25.9809,39.2221,AC,"archaic,classical",Kourouklos
26.1002,39.2917,ACH,"archaic,classical,hellenistic-republican",Koja Dag
26.0425,39.2069,AC,"archaic,classical",Khydera
26.1147,39.3042,H,hellenistic-republican,Kastrelli
26.1132,38.4284,CHR,"classical,hellenistic-republican,roman",Kastelli
25.9568,39.1148,R,roman,Kampos Krousos
26.296,39.1737,CH,"classical,hellenistic-republican",Kalogera
26.1798,39.3409,C,classical,Kabaki
26.9697,36.9507,CHR,"classical,hellenistic-republican,roman",Perakastro
25.2566,37.1145,CH,"classical,hellenistic-republican",Palaiopyrgos
27.3832,36.4231,CH,"classical,hellenistic-republican",Livadia
26.3059,37.6517,AC,"archaic,classical",Kataphydion
25.2914,37.1394,A,archaic,Kargadousa
26.9977,36.9898,CHRL,"classical,hellenistic-republican,roman,late-antique",Embolas
25.3847,37.1083,L,late-antique,Aplomata
26.6691,37.7188,ACHR,"archaic,classical,hellenistic-republican,roman",Ag. Ioannis
71.6859,34.7619,HR,"hellenistic-republican,roman",Massaka
72.8035,34.7526,H,hellenistic-republican,Aornos
31.8,26.5667,RL,"roman,late-antique",Thmoo
30.8833,27.9333,L,late-antique,‘Poisarietemidos’
31.432,27.0154,RL,"roman,late-antique",Muthis
31.1491,27.2658,RL,"roman,late-antique",Isiu
34.9845,29.7649,HR,"hellenistic-republican,roman",Qasr Timnah
35.4986,29.988,HR,"hellenistic-republican,roman",Khirbet Naqb el-Shtar
35.546,29.9754,HRL,"hellenistic-republican,roman,late-antique",Khirbet el-Qirana
35.1449,29.5541,RL,"roman,late-antique",Khirbet el-Kithara
35.4345,30.1283,HR,"hellenistic-republican,roman",Khirbet ein Mudilija
35.4799,30.1234,RL,"roman,late-antique",Khirbet Dor
35.061,29.889,RL,"roman,late-antique",(B)Ossia/Ad Dianam?
35.3481,29.9532,HRL,"hellenistic-republican,roman,late-antique",Auara
35.2034,30.0865,RL,"roman,late-antique",Arieldela
35.1747,29.7868,HR,"hellenistic-republican,roman",Ain Hejfeh
31.3021,29.7287,RL,"roman,late-antique",Skenai Mandrai
30.2832,29.0665,RL,"roman,late-antique",Ain el-Rayan el-Wastaniya
30.3283,29.0902,R,roman,Ain el-Rayan el-Bahariya
32.6001,31.0499,OMN1ACAAHHPRRRRTLLPCAFM,"old-kingdom-egypt,middle-kingdom-egypt,new-kingdom-egypt,1200-bc-middle-east,archaic,classical,achaemenid-middle-east,achaemenid-roman-republic-middle-east,hellenistic-middle-east,hellenistic-republican,ptolemaic-roman-egypt,roman-middle-east,roman-early",Pelusium
31.2303,30.0061,OFMN1HHPRRRTLLCASFIME1OLKOM,"old-kingdom-egypt,first-intermediate-period-egypt,middle-kingdom-egypt,new-kingdom-egypt,1200-bc-middle-east,hellenistic-middle-east,hellenistic-republican,ptolemaic-roman-egypt,roman-middle-east,roman-early-empire-parthian-middle-east,roman,transition-r",Babylon
29.1833,30.7499,HR,"hellenistic-republican,roman",Khashm el-Eish
24.8329,31.2882,RL,"roman,late-antique",Gasr el-Abid
35.8633,30.9076,RL,"roman,late-antique",Umm Ubtulah
35.4067,30.8432,HRL,"hellenistic-republican,roman,late-antique",Toloha
35.752,30.9113,R,roman,Rujm el-Farideyyeh
35.8665,31.229,RL,"roman,late-antique",Rujm Beni Yasser
36.7346,31.8047,R,roman,Qasr el-'Uweinid
35.4791,30.2644,RL,"roman,late-antique",Qasr Tuliyeh
35.9896,31.422,L,late-antique,Qasr eth-Thuraiya
36.328,32.093,RL,"roman,late-antique",Qasr el-Hallabat
36.6739,30.7625,R,roman,Qasr Bayir
36.9528,31.9456,RL,"roman,late-antique",Qasr el-Aseikhin
35.883,31.1151,L,late-antique,Qasr Abu Rukba
35.4423,30.9441,RL,"roman,late-antique",Praesidium
35.7804,30.227,L,late-antique,el-Mutrab
35.85,31.4595,RM,"roman,modern-middle-east",Lehun
35.9733,31.5787,L,late-antique,Khirbet ez-Zona
35.7197,31.7902,RL,"roman,late-antique",Khirbet el-Muhatta
35.8681,30.6877,RL,"roman,late-antique",Jurf ed-Darawish
36.1324,32.09,RL,"roman,late-antique",Gadda?
35.7971,30.5817,L,late-antique,Da'janiya
35.9812,31.3373,L,late-antique,Castra Praetorii Mobeni
35.9201,31.5004,RLM,"roman,late-antique,modern",Castra Mefaa
35.8685,31.237,L,late-antique,Betthorus
36.8274,31.8803,RL,"roman,late-antique",Basienis
35.5155,30.2258,RL,"roman,late-antique",Ail
35.5957,30.3292,RL,"roman,late-antique",Adrou/Augustopolis
35.5482,30.2912,RL,"roman,late-antique",Abu Danna
-0.3649,48.2156,LM,"late-antique,modern",St-Gemmes-le-Robert
-2.1761,49.721,L,late-antique,The Nunnery
35.2397,31.2507,L,late-antique,Zohar
34.7473,31.4275,RL,"roman,late-antique",Sobila?
35.4528,32.0857,HR,"hellenistic-republican,roman",Sartaba/Alexandreion
35.1257,30.907,R,roman,Rogem Zafir
35.2736,30.3319,RL,"roman,late-antique",Qasr Taiyibeh
35.1836,31.0591,L,late-antique,Mezad Zafit
35.098,30.9332,R,roman,Mezad Zafir
35.2301,31.0374,L,late-antique,Mezad Thamar
34.9238,30.7006,HR,"hellenistic-republican,roman",Mezad Ma'ale Mahmal
35.3538,31.3171,HRL,"hellenistic-republican,roman,late-antique",Masada
35.3489,31.833,RL,"roman,late-antique",Maledomnei
35.4241,31.8408,HR,"hellenistic-republican,roman",Kypros/Threx?
35.1122,30.9196,RL,"roman,late-antique",Horvat Zafir
35.4154,31.8708,HL,"hellenistic-republican,late-antique",Douka
34.5371,31.2604,RL,"roman,late-antique",Birsama
34.9712,31.162,R,roman,Aro'er
37.2209,33.915,RL,"roman,late-antique",Vallis Alba
36.9739,33.7535,RL,"roman,late-antique",‘Valle Diocletiana’
36.5581,32.8968,RL,"roman,late-antique",Umm ez-Zeitun
36.5884,32.3224,R,roman,Umm el-Quttein
36.229,32.27,RL,"roman,late-antique",Thantia/Thainatha
36.698,33.108,R,roman,Tell Asfar
35.5285,32.4057,HRL,"hellenistic-republican,roman,late-antique",Salem/Salumias
37.6639,33.7832,R,roman,Saba Biyar
36.3388,32.3714,R,roman,Qasr el-Ba'iq
37.2543,33.0193,R,roman,Qasr el-Abyad
37.9277,32.6107,RL,"roman,late-antique",Qasr Burqu'
37.2831,34.0188,RL,"roman,late-antique",Oneuatha/*Anabatha
37.2528,32.8671,R,roman,Nemara
37.9439,33.3199,R,roman,Merfiye es-Smeir
35.4399,32.3578,R,roman,el Mekhobi
4.6262,48.7462,L,late-antique,Victuriacus
-4.0818,52.4008,I,iron-age-britain,Pen Dinas hill fort
-4.2993,52.0611,I,iron-age-britain,Pencoedfoel
-3.9333,52.3333,R,roman,Trawscoed fort
8.3225,44.1944,LM,"late-antique,mediaeval-byzantine",San Antonino di Perti
9.3617,36.5237,HRLM,"hellenistic-republican,roman,late-antique,mediaeval-byzantine",Thignica
9.1846,36.3449,L,late-antique,Thac(...)
9.4344,36.3965,RL,"roman,late-antique",Ksar-Hellal
9.2441,36.6657,R,roman,Henchir-Smala
8.6446,36.4758,RL,"roman,late-antique",Bordj-Hellal
10.0964,36.9055,R,roman,Ad Gall(inaci)um?
6.9612,36.033,RL,"roman,late-antique",Unnd
6.4284,36.8577,RL,"roman,late-antique",Unnd
4.9307,36.5061,RL,"roman,late-antique",Unnd
4.4539,36.6928,RL,"roman,late-antique",Unnd
5.6971,36.4726,RL,"roman,late-antique",el Ksar
-1.0095,53.4275,LM,"late-antique,modern",Bawtry Roman fort
9.2621,41.6479,32,"3rd-millennium-bc,2nd-millenium-bce",Araghju
-4.6668,50.363,ILM,"iron-age-britain,late-antique,mediaeval-byzantine",Castle Dore
8.2132,34.2871,RL,"roman,late-antique",Unnamed Fort
-3.9734,43.1765,R,roman,Aracelium/Aracillum
29.0366,45.0869,RL,"roman,late-antique",Salsovia
34.1283,44.4307,HRL,"hellenistic-republican,roman,late-antique",Charax
24.0,43.6909,RL,"roman,late-antique",Variana
24.2964,43.6605,RL,"roman,late-antique",Valeriana
25.0533,43.9585,R,roman,Valea Urluii
24.7282,43.6417,RL,"roman,late-antique",Utus
24.7788,44.4814,R,roman,Urluieni
28.1951,45.1432,RL,"roman,late-antique",Troesmis
25.8311,43.708,RL,"roman,late-antique",Trimammium
28.2342,45.0325,RL,"roman,late-antique",Traian
28.6939,44.974,L,late-antique,Topraichioi
28.0448,44.5445,RL,"roman,late-antique",Topalu
24.4385,45.4152,R,roman,Titeşti
25.8739,44.9132,R,roman,Tîrgşor
24.6371,43.8611,R,roman,Tia Mare
28.9169,45.1499,RL,"roman,late-antique",Thalamonium
27.0634,44.093,RL,"roman,late-antique",Tegulitium
26.0823,43.9207,RL,"roman,late-antique",Tegris
27.5413,44.1655,RL,"roman,late-antique",Sucidava
24.4851,43.7624,RL,"roman,late-antique",Sucidava
24.5118,44.0928,R,roman,Slăveni
24.8344,43.7026,RL,"roman,late-antique",Securisca
25.0124,46.5619,R,roman,Sărăţeni
24.9943,44.1115,R,roman,Roşiorii de Vede
24.4887,45.285,,,Rădăcineşti
28.326,45.2868,RL,"roman,late-antique",Rachelu
25.1761,45.3893,R,roman,Răcar
24.9666,43.8999,R,roman,Putineiu
24.2964,45.4345,R,roman,Praetorium
26.3998,44.303,H,hellenistic-republican,Popeşti
24.3063,45.4963,R,roman,Pons Vetus
24.2313,44.8738,R,roman,Pons Aluti
27.8365,44.7271,RL,"roman,late-antique",Piua Pietrei
26.8598,44.5985,H,hellenistic-republican,Piscul Crăsanilor
27.25,45.9833,R,roman,Piroboridava
26.5668,45.1001,RL,"roman,late-antique",Pietroasa de Jos
28.1997,45.1179,R,roman,Piatra Roşie
24.3549,43.663,L,late-antique,Pedonianis
28.1512,45.0167,RL,"roman,late-antique",Peceneaga
28.5695,44.2572,RL,"roman,late-antique",Ovidiu
27.3692,44.1065,RL,"roman,late-antique",Ostrov
24.5002,47.1335,R,roman,Orheiu Bistriţei
25.8488,45.9741,R,roman,Olteni
25.3012,46.3131,RL,"roman,late-antique",Odorheiu Secuiesc
26.466,43.991,L,late-antique,Nova Černa
26.8483,44.0634,RL,"roman,late-antique",Nigrinianis/Candidiana
26.0001,45.1278,R,roman,Mălăieşti
28.5915,44.8545,L,late-antique,(L)Ibida
28.1501,45.3,RL,"roman,late-antique",Jijila
25.0285,45.2638,R,roman,Jidava
24.7501,43.7333,R,roman,Izlaz
28.8364,45.3517,R,roman,Ismail
25.1116,46.4311,R,roman,Inlăceni
25.2842,46.0417,R,roman,Homorod
25.3,45.9834,R,roman,Hoghiz
28.7748,44.5476,CHRL,"classical,hellenistic-republican,roman,late-antique",Histria
24.918,44.1715,R,roman,Gresia
23.7062,42.6939,RL,"roman,late-antique",Gorna Malina
23.8397,43.319,R,roman,Gorna Bešovitsa
